ID,item_cnt_month
0,1.220374823
1,1.220374823
2,1.220374823
3,1.220374823
4,1.220374823
5,1.220374823
6,1.220374823
7,1.220374823
8,1.220374823
9,1.220374823
10,1.220374823
11,1.220374823
12,1.220374823
13,1.220374823
14,1.220374823
15,1.220374823
16,1.220374823
17,1.220374823
18,1.220374823
19,1.220374823
20,1.220374823
21,1.220374823
22,1.220374823
23,1.220374823
24,1.220374823
25,1.220374823
26,1.220374823
27,1.220374823
28,1.220374823
29,1.220374823
30,1.220374823
31,1.220374823
32,1.220374823
33,1.220374823
34,1.220374823
35,1.220374823
36,1.220374823
37,1.220374823
38,1.220374823
39,1.220374823
40,1.220374823
41,1.220374823
42,1.220374823
43,1.220374823
44,1.220374823
45,1.220374823
46,1.220374823
47,1.220374823
48,1.220374823
49,1.220374823
50,1.220374823
51,1.220374823
52,1.220374823
53,1.220374823
54,1.220374823
55,1.220374823
56,1.220374823
57,1.220374823
58,1.220374823
59,1.220374823
60,1.220374823
61,1.220374823
62,1.220374823
63,1.220374823
64,1.220374823
65,1.220374823
66,1.220374823
67,1.220374823
68,1.220374823
69,1.220374823
70,1.220374823
71,1.220374823
72,1.220374823
73,1.220374823
74,1.220374823
75,1.220374823
76,1.220374823
77,1.220374823
78,1.220374823
79,1.220374823
80,1.220374823
81,1.220374823
82,1.220374823
83,1.220374823
84,1.220374823
85,1.220374823
86,1.220374823
87,1.220374823
88,1.220374823
89,1.220374823
90,1.220374823
91,1.220374823
92,1.220374823
93,1.220374823
94,1.220374823
95,1.220374823
96,1.220374823
97,1.220374823
98,1.220374823
99,1.220374823
100,1.220374823
101,1.220374823
102,1.220374823
103,1.220374823
104,1.220374823
105,1.220374823
106,1.220374823
107,1.220374823
108,1.220374823
109,1.220374823
110,1.220374823
111,1.220374823
112,1.220374823
113,1.220374823
114,1.220374823
115,1.220374823
116,1.220374823
117,1.220374823
118,1.220374823
119,1.220374823
120,1.220374823
121,1.220374823
122,1.220374823
123,1.220374823
124,1.220374823
125,1.220374823
126,1.220374823
127,1.220374823
128,1.220374823
129,1.220374823
130,1.220374823
131,1.220374823
132,1.220374823
133,1.220374823
134,1.220374823
135,1.220374823
136,1.220374823
137,1.220374823
138,1.220374823
139,1.220374823
140,1.220374823
141,1.220374823
142,1.220374823
143,1.220374823
144,1.220374823
145,1.220374823
146,1.220374823
147,1.220374823
148,1.220374823
149,1.220374823
150,1.220374823
151,1.220374823
152,1.220374823
153,1.220374823
154,1.220374823
155,1.220374823
156,1.220374823
157,1.220374823
158,1.220374823
159,1.220374823
160,1.220374823
161,1.220374823
162,1.220374823
163,1.220374823
164,1.220374823
165,1.220374823
166,1.220374823
167,1.220374823
168,1.220374823
169,1.220374823
170,1.220374823
171,1.220374823
172,1.220374823
173,1.220374823
174,1.220374823
175,1.220374823
176,1.220374823
177,1.220374823
178,1.220374823
179,1.220374823
180,1.220374823
181,1.220374823
182,1.220374823
183,1.220374823
184,1.220374823
185,1.220374823
186,1.220374823
187,1.220374823
188,1.220374823
189,1.220374823
190,1.220374823
191,1.220374823
192,1.220374823
193,1.220374823
194,1.220374823
195,1.220374823
196,1.220374823
197,1.220374823
198,1.220374823
199,1.220374823
200,1.220374823
201,1.220374823
202,1.220374823
203,1.220374823
204,1.220374823
205,1.220374823
206,1.220374823
207,1.220374823
208,1.220374823
209,1.220374823
210,1.220374823
211,1.220374823
212,1.220374823
213,1.220374823
214,1.220374823
215,1.220374823
216,1.220374823
217,1.220374823
218,1.220374823
219,1.220374823
220,1.220374823
221,1.220374823
222,1.220374823
223,1.220374823
224,1.220374823
225,1.220374823
226,1.220374823
227,1.220374823
228,1.220374823
229,1.220374823
230,1.220374823
231,1.220374823
232,1.220374823
233,1.220374823
234,1.220374823
235,1.220374823
236,1.220374823
237,1.220374823
238,1.220374823
239,1.220374823
240,1.220374823
241,1.220374823
242,1.220374823
243,1.220374823
244,1.220374823
245,1.220374823
246,1.220374823
247,1.220374823
248,1.220374823
249,1.220374823
250,1.220374823
251,1.220374823
252,1.220374823
253,1.220374823
254,1.220374823
255,1.220374823
256,1.220374823
257,1.220374823
258,1.220374823
259,1.220374823
260,1.220374823
261,1.220374823
262,1.220374823
263,1.220374823
264,1.220374823
265,1.220374823
266,1.220374823
267,1.220374823
268,1.220374823
269,1.220374823
270,1.220374823
271,1.220374823
272,1.220374823
273,1.220374823
274,1.220374823
275,1.220374823
276,1.220374823
277,1.220374823
278,1.220374823
279,1.220374823
280,1.220374823
281,1.220374823
282,1.220374823
283,1.220374823
284,1.220374823
285,1.220374823
286,1.220374823
287,1.220374823
288,1.220374823
289,1.220374823
290,1.220374823
291,1.220374823
292,1.220374823
293,1.220374823
294,1.220374823
295,1.220374823
296,1.220374823
297,1.220374823
298,1.220374823
299,1.220374823
300,1.220374823
301,1.220374823
302,1.220374823
303,1.220374823
304,1.220374823
305,1.220374823
306,1.220374823
307,1.220374823
308,1.220374823
309,1.220374823
310,1.220374823
311,1.220374823
312,1.220374823
313,1.220374823
314,1.220374823
315,1.220374823
316,1.220374823
317,1.220374823
318,1.220374823
319,1.220374823
320,1.220374823
321,1.220374823
322,1.220374823
323,1.220374823
324,1.220374823
325,1.220374823
326,1.220374823
327,1.220374823
328,1.220374823
329,1.220374823
330,1.220374823
331,1.220374823
332,1.220374823
333,1.220374823
334,1.220374823
335,1.220374823
336,1.220374823
337,1.220374823
338,1.220374823
339,1.220374823
340,1.220374823
341,1.220374823
342,1.220374823
343,1.220374823
344,1.220374823
345,1.220374823
346,1.220374823
347,1.220374823
348,1.220374823
349,1.220374823
350,1.220374823
351,1.220374823
352,1.220374823
353,1.220374823
354,1.220374823
355,1.220374823
356,1.220374823
357,1.220374823
358,1.220374823
359,1.220374823
360,1.220374823
361,1.220374823
362,1.220374823
363,1.220374823
364,1.220374823
365,1.220374823
366,1.220374823
367,1.220374823
368,1.220374823
369,1.220374823
370,1.220374823
371,1.220374823
372,1.220374823
373,1.220374823
374,1.220374823
375,1.220374823
376,1.220374823
377,1.220374823
378,1.220374823
379,1.220374823
380,1.220374823
381,1.220374823
382,1.220374823
383,1.220374823
384,1.220374823
385,1.220374823
386,1.220374823
387,1.220374823
388,1.220374823
389,1.220374823
390,1.220374823
391,1.220374823
392,1.220374823
393,1.220374823
394,1.220374823
395,1.220374823
396,1.220374823
397,1.220374823
398,1.220374823
399,1.220374823
400,1.220374823
401,1.220374823
402,1.220374823
403,1.220374823
404,1.220374823
405,1.220374823
406,1.220374823
407,1.220374823
408,1.220374823
409,1.220374823
410,1.220374823
411,1.220374823
412,1.220374823
413,1.220374823
414,1.220374823
415,1.220374823
416,1.220374823
417,1.220374823
418,1.220374823
419,1.220374823
420,1.220374823
421,1.220374823
422,1.220374823
423,1.220374823
424,1.220374823
425,1.220374823
426,1.220374823
427,1.220374823
428,1.220374823
429,1.220374823
430,1.220374823
431,1.220374823
432,1.220374823
433,1.220374823
434,1.220374823
435,1.220374823
436,1.220374823
437,1.220374823
438,1.220374823
439,1.220374823
440,1.220374823
441,1.220374823
442,1.220374823
443,1.220374823
444,1.220374823
445,1.220374823
446,1.220374823
447,1.220374823
448,1.220374823
449,1.220374823
450,1.220374823
451,1.220374823
452,1.220374823
453,1.220374823
454,1.220374823
455,1.220374823
456,1.220374823
457,1.220374823
458,1.220374823
459,1.220374823
460,1.220374823
461,1.220374823
462,1.220374823
463,1.220374823
464,1.220374823
465,1.220374823
466,1.220374823
467,1.220374823
468,1.220374823
469,1.220374823
470,1.220374823
471,1.220374823
472,1.220374823
473,1.220374823
474,1.220374823
475,1.220374823
476,1.220374823
477,1.220374823
478,1.220374823
479,1.220374823
480,1.220374823
481,1.220374823
482,1.220374823
483,1.220374823
484,1.220374823
485,1.220374823
486,1.220374823
487,1.220374823
488,1.220374823
489,1.220374823
490,1.220374823
491,1.220374823
492,1.220374823
493,1.220374823
494,1.220374823
495,1.220374823
496,1.220374823
497,1.220374823
498,1.220374823
499,1.220374823
500,1.220374823
501,1.220374823
502,1.220374823
503,1.220374823
504,1.220374823
505,1.220374823
506,1.220374823
507,1.220374823
508,1.220374823
509,1.220374823
510,1.220374823
511,1.220374823
512,1.220374823
513,1.220374823
514,1.220374823
515,1.220374823
516,1.220374823
517,1.220374823
518,1.220374823
519,1.220374823
520,1.220374823
521,1.220374823
